id_oficina;País;Dirección;Código Postal;Nombre de la oficina;id_uorganica;id_ciudad;cod_oficina;lat;lon;zoom;geocode_status
100;México;Avenida de los Insurgentes No. 139;03200;Departamento Jurídico Legal para México;1;13;012;19.422955;-99.163338;10;OK
101;México;Avenida Juárez No. 81;06010;Dirección General de Recursos Humanos ;5;13;013;19.301329;-99.067261;10;OK
102;México;Calle de Madero No. 150;06000;Unidad de Compras y Logística para Hispanoamérica;10;13;014;19.345251;-99.19075;10;OK
103;México;Avenida Chapultepec No. 136;06700;Dirección General de Recursos Humanos ;5;13;015;19.42502;-99.15583;10;OK
104;México;Paseo de la Reforma No. 131;06500;Sostenibilidad y Eficiencia Energética ;12;13;016;19.425898;-99.170906;10;OK
105;México;Avenida de los Insurgentes No. 18;03100;Oficina de Atención al Público Nº 105;9;13;017;19.422955;-99.163338;10;OK
106;México;Avenida Juárez No. 61;06010;Oficina de Atención al Público Nº 106;9;13;018;19.298986;-99.039505;10;OK
107;México;Calle de Madero No. 146;06000;Planificación Estratégica y Desarrollo para México;4;13;019;19.345251;-99.19075;10;OK
108;México;Avenida Chapultepec No. 11;06700;Oficina de Atención al Público Nº 108;9;13;020;19.424036;-99.162598;10;OK
109;México;Paseo de la Reforma No. 108;06600;Planificación Estratégica y Desarrollo para Hispanoamérica;4;13;021;19.432211;-99.155823;10;OK
110;México;Avenida de los Insurgentes No. 134;03900;Tecnologías de la Información para Hispanoamérica;6;13;022;19.422955;-99.163338;10;OK
111;México;Avenida Juárez No. 53;06010;Comunicación y Relaciones Públicas para Hispanoamérica;2;13;023;19.355072;-99.294968;10;OK
112;México;Avenida Revolución No. 68;22000;Dirección de Infraestucturas para Tijuana;12;14;001;32.53315;-117.036613;10;OK
113;México;Paseo de los Héroes No. 77;22010;Departamento Financiero en Tijuana;7;14;002;32.523872;-117.015778;10;OK
114;México;Boulevard Agua Caliente No. 19;22014;Responsabilidad Social Corporativa para Tijuana;11;14;003;32.518524;-117.017036;10;OK
115;México;Avenida Revolución No. 145;22000;Oficina de Atención al Público Nº 115;9;14;004;32.527576;-117.036156;10;OK
116;México;Paseo de los Héroes No. 138;22010;Unidad de Compras y Logística para Tijuana;10;14;005;32.509899;-116.967178;10;OK
117;Colombia;Carrera 7 # 68 - 17;110311;Oficina de Atención al Público Nº 117;9;15;001;4.615998;-74.069656;10;OK
118;Colombia;Avenida Caracas # 63 - 48;111411;Dirección de Infraestucturas para Colombia;12;15;002;4.635369;-74.068329;10;OK
119;Colombia;Calle 26 # 113 - 70;110311;Planificación Estratégica y Desarrollo para Colombia;4;15;003;4.668567;-74.064392;10;OK
120;Colombia;Avenida Boyacá # 136 - 2;111071;Dirección de Tecnologías de la Información para Colombia;6;15;004;4.562438;-74.139198;7;OK
121;Colombia;Carrera 15 # 27 - 18;110221;Oficina de Atención al Público Nº 121;9;15;005;4.607506;-74.077972;10;OK
122;Colombia;Carrera 7 # 28 - 96;110221;Dirección de Infraestucturas en Bogotá;12;15;006;4.633474;-74.063629;10;OK
123;Colombia;Avenida Caracas # 70 - 37;111411;Departamento Jurídico Legal para Colombia;1;15;007;4.638864;-74.066864;10;OK
124;Colombia;Calle 26 # 88 - 27;111321;Unidad de Compras y Logística para Colombia;10;15;008;4.623655;-74.078262;10;OK
125;Colombia;Avenida Boyacá # 126 - 33;111321;Oficina de Atención al Público Nº 125;9;15;009;4.5003448;-74.1644168;7;OK
126;Colombia;Carrera 15 # 109 - 36;110221;Dirección General de Recursos Humanos para Colombia;5;15;010;4.638966;-74.067451;10;OK
127;Colombia;Carrera 7 # 86 - 99;111711;Departamento de Sostenibilidad en Colombia;3;15;011;4.6685947;-74.0543192;8;OK
128;Colombia;Avenida Caracas # 68 - 21;111411;Unidad de Compras y Logística en Bogotá;10;15;012;4.610155;-74.07534;10;OK
129;Colombia;Calle 26 # 110 - 72;111071;Oficina de Atención al Público Nº 129;9;15;013;4.614236;-74.071564;10;OK
130;Colombia;Avenida Boyacá # 20 - 89;111111;Unidad de Negocios para Bogotá ;10;15;014;4.742473;-74.065933;10;OK
131;Colombia;Carrera 15 # 10 - 48;110221;Área de Ciberseguridad Bogotá;8;15;015;4.638187;-74.067635;10;OK
132;Colombia;Carrera 7 # 111 - 17;110231;Dirección de Tecnologías de la Información en Bogotá;6;15;016;4.615998;-74.069656;10;OK
133;Colombia;Avenida Caracas # 94 - 6;111411;Comunicación y Relaciones Públicas para Bogotá;2;15;017;4.6020487;-74.0779525;7;OK
134;Colombia;Calle 26 # 64 - 86;110911;Departamento Financiero en Bogotá;7;15;018;4.638441;-74.159241;10;OK
135;Colombia;Avenida Boyacá # 144 - 53;111071;Sección publicidad corporativa  para Hispanoamérica;2;15;019;4.5463398;-74.1457362;7;OK
136;Colombia;Carrera 15 # 42 - 23;110221;Dirección General de Recursos Humanos para Bogotá;5;15;020;4.649993;-74.065788;10;OK
137;Colombia;Avenida El Poblado # 46 - 95;50021;Área de Ciberseguridad en Medellín;8;16;001;6.229482;-75.569496;7;OK
138;Colombia;Calle 50 (Colombia) # 64 - 35;50010;Departamento Jurídico Legal para Medellín;1;16;002;6.242929;-75.555153;10;OK
139;Colombia;Carrera 70 # 28 - 49;50031;Responsabilidad Social Corporativa en Medellín;11;16;003;6.2563223;-75.588374;7;OK
140;Colombia;Avenida El Poblado # 57 - 26;50021;Departamento Financiero en Medellín;7;16;004;6.229482;-75.569496;7;OK
141;Colombia;Calle 50 (Colombia) # 79 - 30;50010;Dirección General de Recursos Humanos en Medellín;5;16;005;6.256092;-75.580505;10;OK
142;Colombia;Carrera 70 # 50 - 52;50031;Dirección de Tecnologías de la Información en Medellín;6;16;006;6.2520917;-75.5901814;8;OK
143;Colombia;Avenida Sexta # 18 - 99;760046;Departamento Financiero en Cali;7;17;001;3.458397;-76.533485;7;OK
144;Colombia;Calle 5 # 131 - 52;760042;Facturación América;7;17;002;3.442648;-76.536316;10;OK
145;Colombia;Avenida Pasoancho # 8 - 15;760033;Dirección de Infraestucturas en Cali;12;17;003;3.379694;-76.537071;7;OK
146;Colombia;Avenida Sexta # 149 - 34;760046;Oficina de Atención al Público Nº 146;9;17;004;3.458397;-76.533485;7;OK
147;Colombia;Calle 5 # 112 - 45;760042;Área de Ciberseguridad Cali;8;17;005;3.452003;-76.531555;10;OK
148;Colombia;Avenida Pasoancho # 131 - 15;760031;Planificación Estratégica y Desarrollo para Cali;4;17;006;3.379694;-76.537071;7;OK
149;Ecuador;Avenida Amazonas y Calle Bolivar N-49;170504;Departamento Jurídico Legal para Ecuador;1;18;001;-0.147487403526811;-78.44278989061007;4;OK
150;Ecuador;Avenida 10 de Agosto y Av. Colón N-112;170401;Unidad de Compras y Logística para Ecuador;10;18;002;-0.147487403526811;-78.44278989061007;4;OK
151;Ecuador;Avenida 6 de Diciembre y Calle Bolivar N-51;170505;Oficina de Atención al Público Nº 151;9;18;003;-0.147487403526811;-78.44278989061007;4;OK
152;Ecuador;Avenida Amazonas y Av. Orellana N-85;170518;Departamento de Sostenibilidad para Ecuador;3;18;004;-0.147487403526811;-78.44278989061007;4;OK
153;Ecuador;Avenida 10 de Agosto y Av. Orellana N-32;170401;Unidad de Compras y Logística para Ecuador;10;18;005;-0.147487403526811;-78.44278989061007;4;OK
154;Ecuador;Avenida 6 de Diciembre y Av. Orellana N-80;170504;Departamento Financiero para Ecuador;7;18;006;-0.147487403526811;-78.44278989061007;4;OK
155;Ecuador;Avenida Amazonas y Av. Orellana N-104;170504;Unidad de Compras y Logística de Quito;10;18;007;-0.147487403526811;-78.44278989061007;4;OK
156;Ecuador;Avenida 9 de Octubre y Av. Colón N-33;90306;Departamento de Sostenibilidad de Guayaquil;3;19;001;-2.174422762569937;-79.90708569820185;4;OK
157;Ecuador;Malecón 2000 y Av. Orellana N-98;90313;Planificación Estratégica y Desarrollo de Guayaquil;4;19;002;-2.174422762569937;-79.90708569820185;4;OK
158;Ecuador;Avenida Boyacá y Calle Bolivar N-146;90302;Unidad de Compras y Logística de Guayaquil;10;19;003;-2.174422762569937;-79.90708569820185;4;OK
159;Ecuador;Avenida 9 de Octubre y Calle Bolivar N-1;90307;Comunicación y Relaciones Públicas de Guayaquil;2;19;004;-2.174422762569937;-79.90708569820185;4;OK
160;Ecuador;Malecón 2000 y Av. Orellana N-111;90313;Responsabilidad Social Corporativa de Guayaquil;11;19;005;-2.174422762569937;-79.90708569820185;4;OK
161;Ecuador;Avenida Boyacá y Calle Bolivar N-114;90302;Unidad de Compras y Logística de Guayaquil;10;19;006;-2.174422762569937;-79.90708569820185;4;OK
162;Ecuador;Avenida 9 de Octubre y Av. Orellana N-122;90306;Oficina verde Amazonas ;3;19;007;-2.174422762569937;-79.90708569820185;4;OK
163;Ecuador;Malecón 2000 y Calle Bolivar N-22;90313;Oficina verde para Ecuador ;3;19;008;-2.174422762569937;-79.90708569820185;4;OK
